# creator Make-O-Matic
Trainset-ID,Experiment-ID,Subject-ID,Observer-ID,collectedByHand,Collector-ID,TimeStamp,RFID-ID,GRASP-A,GRASP-B,GRASP-C,AX,AY,AZ,EX,EY,EZ,USERINPUT,HANDINGLOVE, Parcours-ID,Parcours-Step,Mutation-ID, Mutation/HandIsActive,Host-ID,Host/Spot-ID,Gesture-ID
_TRAINSET14022017100629,E001,Andreas,Clemens,left,L01,1193456,000000000000,231,225,206,0.6299999952316284,0,-0.25,106.875,-8.625,-92.0625,false,false,P110,1,M151,false,,,
_TRAINSET14022017100629,E001,Andreas,Clemens,right,R01,1202532,000000000000,747,10,784,-2,-0.6499999761581421,-4.150000095367432,176.375,33.625,-32.375,false,true,P110,1,M151,true,H008,,G15
_TRAINSET14022017100629,E001,Andreas,Clemens,left,L01,1216244,000000000000,208,208,193,0.7799999713897705,0.07999999821186066,-0.30000001192092896,106.875,-8.6875,-92.1875,false,false,P110,1,M151,false,,,
_TRAINSET14022017100629,E001,Andreas,Clemens,right,R01,1232239,000000000000,747,10,787,-1.600000023841858,-0.7200000286102295,-4.139999866485596,173.0625,31.8125,-26.625,false,true,P110,1,M151,true,H008,,G15
_TRAINSET14022017100629,E001,Andreas,Clemens,left,L01,1241017,000000000000,180,183,171,0.7200000286102295,0.09000000357627869,-0.3199999928474426,106.75,-8.5625,-92.25,false,false,P110,1,M151,false,,,
_TRAINSET14022017100629,E001,Andreas,Clemens,right,R01,1246134,000000000000,748,2,785,-1.100000023841858,-0.5400000214576721,-4.260000228881836,171,30.0625,-23.625,false,true,P110,1,M151,true,H008,,G15
_TRAINSET14022017100629,E001,Andreas,Clemens,left,L01,1264901,000000000000,139,159,159,0.6399999856948853,0.07999999821186066,-0.3400000035762787,106.5625,-8.5,-92.375,false,false,P110,1,M151,false,,,
_TRAINSET14022017100629,E001,Andreas,Clemens,right,R01,1268964,000000000000,750,0,786,-2.130000114440918,-1.090000033378601,-5.119999885559082,169,27.75,-21.1875,false,true,P110,1,M151,true,H008,,G15
_TRAINSET14022017100629,E001,Andreas,Clemens,left,L01,1292671,000000000000,167,187,205,0.47999998927116394,0.10000000149011612,-0.20000000298023224,106.375,-8.375,-92.5,false,false,P110,1,M151,false,,,
_TRAINSET14022017100629,E001,Andreas,Clemens,right,R01,1301153,000000000000,756,7,786,-2.569999933242798,-1.4600000381469727,-5.880000114440918,166.125,24.125,-19,false,true,P110,1,M151,true,H008,,G15
_TRAINSET14022017100629,E001,Andreas,Clemens,left,L01,1317441,000000000000,217,217,221,0.46000000834465027,0.05000000074505806,-0.20999999344348907,106.25,-8.3125,-92.625,false,false,P110,1,M151,false,,,
_TRAINSET14022017100629,E001,Andreas,Clemens,right,R01,1324692,000000000000,754,0,784,-2.109999895095825,-1.6399999856948853,-5.230000019073486,164.1875,21.75,-18.75,false,true,P110,1,M151,true,H008,,G15
_TRAINSET14022017100629,E001,Andreas,Clemens,right,R01,1349962,000000000000,756,1,783,-1.5800000429153442,-0.3199999928474426,-3.819999933242798,161.625,17.875,-19.75,false,true,P110,1,M151,true,H008,,G15
_TRAINSET14022017100629,E001,Andreas,Clemens,left,L01,1350917,000000000000,210,207,207,0.5299999713897705,0.03999999910593033,-0.25,106.125,-8.3125,-92.6875,false,false,P110,1,M151,false,,,
_TRAINSET14022017100629,E001,Andreas,Clemens,left,L01,1358573,000000000000,174,181,196,0.5699999928474426,0.05999999865889549,-0.23000000417232513,106,-8.1875,-92.75,false,false,P110,1,M151,false,,,
_TRAINSET14022017100629,E001,Andreas,Clemens,right,R01,1373602,000000000000,757,1,781,-1.7100000381469727,0.2800000011920929,-2.9700000286102295,160.0625,15.125,-20.6875,false,true,P110,1,M151,true,H008,,G15
_TRAINSET14022017100629,E001,Andreas,Clemens,right,R01,1388655,000000000000,760,13,781,-2.2300000190734863,0.8399999737739563,-2.0999999046325684,158.6875,12.6875,-21.75,false,true,P110,1,M151,true,H008,,G15
_TRAINSET14022017100629,E001,Andreas,Clemens,left,L01,1389569,000000000000,205,212,233,0.5400000214576721,0.11999999731779099,-0.05999999865889549,105.875,-8.0625,-92.875,false,false,P110,1,M151,false,,,
_TRAINSET14022017100629,E001,Andreas,Clemens,left,L01,1409713,000000000000,201,189,183,0.47999998927116394,0.25,0.05999999865889549,105.6875,-7.875,-92.9375,false,false,P110,1,M151,false,,,
